Crash Severity Description,Reportnumber,CollisionImpact Description,Crash County Description,Large Vehicle Involved,Motorcycle Crash,Non-Motorist Crash,Person ID Contribs,PersonID NM,PersonID NMSafetyEquip,PersonID Occ,RoadName,Unrestrained Occupants,VehicleID Damage,VehicleID Sequence,VehicleID,Work Zone Crash,CrashPoint,Latitude (generated),Longitude (generated)
Property Damage Crashes,DA345600FM,Front to Rear,Prince George's,No,No,No,ebf778fd-dab0-45a8-b362-eb4db6032e01,,,*,RIGGS RD,No,*,*,*,No,Point,39.017898556,-76.964300972
Property Damage Crashes,DA345600FL,Single Vehicle,Prince George's,No,No,No,,,,c2c4d2bb-d647-41e9-801b-93cf4f7d3d89,,No,ef922c36-ed4e-4267-8ba4-c77f1b123d02,ef922c36-ed4e-4267-8ba4-c77f1b123d02,ef922c36-ed4e-4267-8ba4-c77f1b123d02,No,Point,38.992889440,-76.985409289
Property Damage Crashes,DA345600FH,Angle,Prince George's,No,No,No,,,,*,ADELPHI RD,No,*,*,*,No,Point,39.006488598,-76.970615572
Property Damage Crashes,DA345600FG,Single Vehicle,Prince George's,Yes,No,No,,,,73fc1c2b-8001-4965-870b-a998dc2ce199,,No,5e1b83ed-a3b6-454e-99ed-5b787d9dcc60,5e1b83ed-a3b6-454e-99ed-5b787d9dcc60,5e1b83ed-a3b6-454e-99ed-5b787d9dcc60,No,Point,38.967655175,-76.987045430
Property Damage Crashes,DA345600FF,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,UNIVERSITY BLVD (WB/L),No,*,*,*,No,Point,38.983921626,-76.978921042
Property Damage Crashes,DA345600F8,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,UNIVERSITY BLVD (WB/L),No,*,*,*,No,Point,38.987845403,-76.986173724
Property Damage Crashes,DA345600F7,Front to Rear,Prince George's,Yes,No,No,05358828-d2ce-4ff5-b8b9-eb8b28d4537b,,,*,METZEROTT RD,No,*,*,*,No,Point,39.002453832,-76.965250512
Property Damage Crashes,DA345600F6,Angle,Prince George's,Yes,No,No,7bac84e2-052b-4855-bcbe-22c68ad583ac,,,*,NEW HAMPSHIRE AVE (SB/L),No,*,*,*,No,Point,39.001645269,-76.982169432
Property Damage Crashes,DA345600F5,"Sideswipe, Same Direction",Prince George's,No,No,No,45a9f2e2-0205-4951-82bf-76560aced0ea,,,*,CAMPUS DR (WB/L),No,*,*,*,No,Point,38.985551550,-76.955351809
Property Damage Crashes,DA345600F3,"Sideswipe, Opposite Direction",Prince George's,Yes,No,No,,,,*,,No,*,*,*,No,Point,39.006719782,-76.970777090
Property Damage Crashes,DA345600F1,Single Vehicle,Prince George's,No,No,No,,,,*,EDWARDS WAY,No,5f830b6a-60b3-4373-be80-41fca16339df,5f830b6a-60b3-4373-be80-41fca16339df,5f830b6a-60b3-4373-be80-41fca16339df,No,Point,39.004910603,-76.970959452
Property Damage Crashes,DA345600DZ,Angle,Prince George's,No,No,No,9b072ad4-47ad-4df4-972b-96c19194f99a,,,*,23RD AVE,No,*,*,*,No,Point,38.981516479,-76.971072148
Property Damage Crashes,DA345600DY,"Sideswipe, Same Direction",Prince George's,No,No,No,5665578b-ba7a-4814-9d3b-290307f6d1d7,,,*,15TH AVE,No,*,*,*,No,Point,38.985652971,-76.981071419
Property Damage Crashes,DA345600DX,Angle,Prince George's,No,No,No,3f641d6f-4ec6-4d82-ac60-0a590dfdc913,,,*,ADELPHI RD (NB/L),No,*,*,*,No,Point,39.004982098,-76.969021121
Property Damage Crashes,DA345600DW,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,NEW HAMPSHIRE AVE,No,*,*,*,No,Point,38.993099839,-76.986500172
Property Damage Crashes,DA345600DT,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.972347043,-76.979310513
Property Damage Crashes,DA345600DS,Angle,Prince George's,No,No,No,4bdddb02-91f2-4f93-bc20-518eb608803b,,,*,FORDHAM ST,No,*,*,*,No,Point,38.980903627,-76.972386535
Property Damage Crashes,DA345600DQ,Front to Front,Prince George's,No,No,No,,,,*,NEW HAMPSHIRE AVE (SB/L),No,*,*,*,No,Point,38.996659318,-76.984731282
Property Damage Crashes,DA345600DN,Front to Rear,Prince George's,No,No,No,,,,*,RIGGS RD (SB/L),No,*,*,*,No,Point,38.984353030,-76.978666820
Property Damage Crashes,DA345600DM,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,4da2aeaa-5c78-4073-9861-0a9ea9d2720d,HANNON ST,No,*,*,*,No,Point,38.979005218,-76.975592869
Property Damage Crashes,DA345600DL,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,7be6ef48-4e10-4489-981c-5cd2689fd4ba,ADELPHI RD,No,*,*,*,No,Point,39.004134162,-76.967767624
Property Damage Crashes,DA345600DK,"Sideswipe, Same Direction",Prince George's,Yes,No,No,9ae5ea62-2b02-413c-b8dc-e74be33605e3,,,*,UNIVERSITY BLVD,No,*,*,*,No,Point,38.983911082,-76.979601549
Property Damage Crashes,DA345600DH,"Sideswipe, Opposite Direction",Prince George's,No,No,No,e661ebd4-c0b6-43a2-856e-f6da5a4751af,,,e661ebd4-c0b6-43a2-856e-f6da5a4751af,DANA DR,No,*,*,*,No,Point,38.997737035,-76.975760603
Property Damage Crashes,DA338900BY,Front to Front,Prince George's,No,No,No,,,,*,BRANCH AVE,No,*,*,*,No,Point,38.837992635,-76.945217108
Property Damage Crashes,DA338900BX,Front to Rear,Prince George's,No,No,No,,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.828455183,-76.929073593
Property Damage Crashes,DA338900BW,Front to Front,Prince George's,No,No,No,,,,*,,Yes,*,*,*,No,Point,38.824503248,-76.913567066
Property Damage Crashes,DA338900BV,Front to Rear,Prince George's,No,No,No,,,,a0e899ec-63dd-4c18-9fec-8b97a1df56eb,SILVER HILL RD (SB/L),No,*,*,*,No,Point,38.840904094,-76.942240372
Property Damage Crashes,DA338900BT,Other,Prince George's,No,No,No,,,,*,BRANCH AVE,No,*,*,*,No,Point,38.854722367,-76.958038606
Property Damage Crashes,DA338900BS,Single Vehicle,Prince George's,No,No,Yes,eede8ff3-9c73-41c1-afa9-ef4ebecb8d80,eede8ff3-9c73-41c1-afa9-ef4ebecb8d80,eede8ff3-9c73-41c1-afa9-ef4ebecb8d80,1b707062-cea1-4322-b21f-cd27cd77eb19,BRINKLEY RD,No,296e4b53-637a-4901-9202-a07302db75c4,296e4b53-637a-4901-9202-a07302db75c4,296e4b53-637a-4901-9202-a07302db75c4,No,Point,38.804113592,-76.952763324
Property Damage Crashes,DA338900BR,Front to Rear,Prince George's,No,No,No,,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.840078892,-76.947119296
Property Damage Crashes,DA338900BQ,Front to Rear,Prince George's,No,No,No,,,,*,BRANCH AVE,No,*,*,*,No,Point,38.829333472,-76.930181115
Property Damage Crashes,DA338900BM,Other,Prince George's,No,No,No,,,,*,GREER DR,No,*,*,*,No,Point,38.786806541,-76.962884616
Property Damage Crashes,DA338900BL,Other,Prince George's,No,No,No,,,,*,LOTTSFORD RD (EB/L),No,*,*,*,No,Point,38.897330728,-76.842614224
Property Damage Crashes,DA338900BJ,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,OLD BRANCH AVE,No,*,*,*,No,Point,38.828241066,-76.928367914
Property Damage Crashes,DA338900BH,Other,Prince George's,No,No,No,,,,*,BRANCH AVE,No,*,*,*,No,Point,38.789371926,-76.897450856
Property Damage Crashes,DA338900BG,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,ST BARNABAS RD,No,*,*,*,No,Point,38.827605358,-76.943949531
Property Damage Crashes,DA333600GT,Angle,Prince George's,No,No,No,,,,*,DOWER HOUSE RD,No,*,*,*,No,Point,38.820495665,-76.849080346
Property Damage Crashes,DA333600GQ,Other,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.775233360,-76.870351461
Property Damage Crashes,DA333600GP,Single Vehicle,Prince George's,No,No,No,,,,e4648351-c5d8-4e34-8a61-114853a6dc69,BRADLEY LA,No,54a9399d-5685-4883-92b2-788eea66c799,54a9399d-5685-4883-92b2-788eea66c799,54a9399d-5685-4883-92b2-788eea66c799,No,Point,38.770045359,-76.900091087
Property Damage Crashes,DA333600GN,Other,Prince George's,No,No,No,,,,*,MARLBORO PIKE,No,*,*,*,No,Point,38.820495665,-76.849080346
Property Damage Crashes,DA333600GL,Other,Prince George's,No,No,No,,,,*,ALLENTOWN RD (SB/L),No,*,*,*,Yes,Point,38.798518384,-76.912931114
Property Damage Crashes,DA333600GK,"Sideswipe, Opposite Direction",Prince George's,Yes,No,No,,,,*,SURRATTS RD,Yes,*,*,*,No,Point,38.742482744,-76.869055116
Property Damage Crashes,DA333600GH,Single Vehicle,Prince George's,No,No,No,393e09ef-4496-4273-a113-3a52b650700f,,,393e09ef-4496-4273-a113-3a52b650700f,BRANDYWINE RD,No,c43a2eab-f509-4388-b5c0-2dfefe63a2c6,c43a2eab-f509-4388-b5c0-2dfefe63a2c6,c43a2eab-f509-4388-b5c0-2dfefe63a2c6,No,Point,38.712104972,-76.884991645
Property Damage Crashes,DA333600GG,Single Vehicle,Prince George's,No,No,No,,,,b699c02f-eb27-4d03-9874-3ddfe3279c0a,DANGERFIELD RD,No,f0409066-7923-4fe6-8dad-fd8b5eb1bdc8,f0409066-7923-4fe6-8dad-fd8b5eb1bdc8,f0409066-7923-4fe6-8dad-fd8b5eb1bdc8,No,Point,38.775907650,-76.867310606
Property Damage Crashes,DA333600GF,Other,Prince George's,No,No,No,,,,f95c88b4-fb57-449e-b44a-af98fca77e43,MCCORMICK RD,No,*,*,*,No,Point,38.798212476,-76.838353943
Property Damage Crashes,DA333600GC,Other,Prince George's,No,No,No,,,,*,STEED RD,No,*,*,*,No,Point,38.751979665,-76.927139162
Property Damage Crashes,DA333600G9,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,BRANDYWINE RD,No,*,*,*,No,Point,38.764729058,-76.897850261
Property Damage Crashes,DA333600G7,Single Vehicle,Prince George's,No,No,No,c01b0823-1f1d-4468-a5ec-d75d7e425e6f,,,c01b0823-1f1d-4468-a5ec-d75d7e425e6f,COVENTRY WAY (EB/L),No,*,*,*,No,Point,38.782207012,-76.895899923
Property Damage Crashes,DA333600G1,Other,Prince George's,No,No,No,,,,f5545359-5a2a-41b9-8eb3-5a9922e5d807,RAMBLEWOOD AVE,No,*,*,*,No,Point,38.780581111,-76.909600015
Property Damage Crashes,DA333600FX,Front to Rear,Prince George's,No,No,No,,,,*,ALLENTOWN RD (SB/L),No,*,*,*,No,Point,38.787727739,-76.938484696
Property Damage Crashes,DA333600FV,Single Vehicle,Prince George's,No,No,No,,,,22007351-1c8a-4600-82cf-4f4fd0444e4a,FARMINGTON CREEK RD,No,3e852720-ebd7-46f4-b9c2-7845e29aac19,3e852720-ebd7-46f4-b9c2-7845e29aac19,3e852720-ebd7-46f4-b9c2-7845e29aac19,No,Point,38.686916602,-77.008168863
Property Damage Crashes,DA333600FQ,Other,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.768172488,-76.887473894
Property Damage Crashes,DA333600FM,Single Vehicle,Prince George's,Yes,No,No,,,,2cb08a57-2589-4471-9fce-38890863e569,WOODYARD RD (SB/L),No,b17f0c8b-9000-4390-b97d-789ae5d20deb,b17f0c8b-9000-4390-b97d-789ae5d20deb,b17f0c8b-9000-4390-b97d-789ae5d20deb,No,Point,38.767472965,-76.887009516
Property Damage Crashes,DA333600FL,Other,Prince George's,No,No,No,,,,*,MALCOLM RD (NB/L),No,*,*,*,No,Point,38.779229972,-76.888791693
Property Damage Crashes,DA325700D8,Angle,Prince George's,No,No,No,26c7818b-1c13-41cd-9968-61822c7c5622,,,*,,No,*,*,*,No,Point,39.034842222,-76.921205317
Property Damage Crashes,DA325700D5,Rear To Rear,Prince George's,No,No,No,,,,*,,Yes,*,*,*,No,Point,39.099864082,-76.902501963
Property Damage Crashes,DA309400C8,Other,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.990586811,-76.826005844
Property Damage Crashes,DA309400C7,Other,Prince George's,No,No,No,,,,cd38f931-7a9b-4283-acfe-9e86cdf0f664,,No,*,*,*,No,Point,38.988138389,-76.855668551
Property Damage Crashes,DA309400C6,Front to Rear,Prince George's,No,No,No,,,,*,GREENBELT RD (WB/L),No,*,*,*,No,Point,38.991208500,-76.854659463
Property Damage Crashes,DA309400C4,Single Vehicle,Prince George's,No,No,Yes,f2b56362-6491-4318-8742-8b79a9e7bada,f2b56362-6491-4318-8742-8b79a9e7bada,f2b56362-6491-4318-8742-8b79a9e7bada,d9092117-b3fc-487d-8be6-ea4a9a1dc814,,No,e145ba8f-7390-401e-8887-ba7e1b6d113f,e145ba8f-7390-401e-8887-ba7e1b6d113f,e145ba8f-7390-401e-8887-ba7e1b6d113f,No,Point,38.959049648,-76.864876020
Property Damage Crashes,DA309400C1,Front to Rear,Prince George's,Yes,No,No,,,,*,ENTERPRISE RD,No,*,*,*,No,Point,38.947756288,-76.798432075
Property Damage Crashes,DA309400C0,Other,Prince George's,No,No,No,,,,*,GLENN DALE BLVD (WB/L),No,*,*,*,No,Point,38.978244319,-76.803072867
Property Damage Crashes,DA309400BY,Single Vehicle,Prince George's,Yes,No,No,,,,4a7d7560-758e-45c3-8423-daa1ea54dc94,WOODYARD RD (SB/L),No,84c18eba-7735-48ca-b949-4da903fcb079,84c18eba-7735-48ca-b949-4da903fcb079,84c18eba-7735-48ca-b949-4da903fcb079,No,Point,38.815219591,-76.825033996
Property Damage Crashes,DA309400BX,Single Vehicle,Prince George's,No,No,No,,,,5566fe54-3f2d-4146-953d-3f1f42184ae1,,No,150d4809-2117-4e42-b4b8-650a70c72d24,150d4809-2117-4e42-b4b8-650a70c72d24,150d4809-2117-4e42-b4b8-650a70c72d24,No,Point,38.718592243,-76.803584542
Property Damage Crashes,DA309400BV,Front to Rear,Prince George's,No,No,No,,,,*,GOOD LUCK RD (WB/L),No,*,*,*,No,Point,38.980132976,-76.848308659
Property Damage Crashes,DA309400BS,Single Vehicle,Prince George's,No,No,No,,,,7aeb7335-cdc1-4a34-ba8d-bf7317490e9e,POWDER MILL RD,No,5b4cfa31-e2b9-439c-84c4-aa09ae346f90,5b4cfa31-e2b9-439c-84c4-aa09ae346f90,5b4cfa31-e2b9-439c-84c4-aa09ae346f90,No,Point,39.047847850,-76.816408904
Property Damage Crashes,DA309400BN,Other,Prince George's,No,No,No,,,,*,GREENBELT RD (WB/L),No,*,*,*,No,Point,38.988361466,-76.817993726
Property Damage Crashes,DA309400BM,Front to Rear,Prince George's,No,No,No,,,,*,MARTIN LUTHER KING JR HWY (WB/L),No,*,*,*,No,Point,38.954505340,-76.830999536
Property Damage Crashes,DA306200DS,Other,Prince George's,No,No,No,,,,bedb2cd0-bff8-43fa-85cb-3042719bdc10,METZEROTT RD,No,*,*,*,No,Point,39.002272628,-76.952484417
Property Damage Crashes,DA306200DP,Front to Rear,Prince George's,Yes,No,No,aea1a177-c2af-4f25-8854-2d50ec4a7333,,,*,,No,*,*,*,No,Point,38.974302501,-76.983793688
Property Damage Crashes,DA306200DK,Other,Prince George's,No,No,No,,,,*,POWDER MILL RD (SB/L),No,*,*,*,No,Point,39.043655893,-76.943335217
Property Damage Crashes,DA306200DJ,Unknown,Prince George's,No,No,No,,,,0c2fa31b-5f0b-40d2-87a2-c3e3f22fb141,16TH PL,No,*,*,*,No,Point,38.981908936,-76.982431578
Property Damage Crashes,DA302000FM,Front to Rear,Prince George's,No,No,No,,,,*,LANDOVER RD (SB/L),No,*,*,*,No,Point,38.938250591,-76.924442614
Property Damage Crashes,DA302000FL,Front to Rear,Prince George's,No,No,No,,,,*,UNIVERSITY BLVD,No,*,*,*,No,Point,38.989018873,-76.987852225
Property Damage Crashes,DA302000FK,Front to Rear,Prince George's,No,No,No,,,,*,BALTIMORE AVE (SB/L),No,*,*,*,Yes,Point,38.987727343,-76.935782478
Property Damage Crashes,DA302000FH,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,c68f9a6b-b874-4fe5-93ff-6e0601aa1918,GUILFORD DR (WB/L),No,*,*,*,No,Point,38.979783976,-76.942234948
Property Damage Crashes,DA302000FG,Angle,Prince George's,Yes,No,No,,,,9d67b740-7cad-4233-972d-825e4e6429ad,POTOMAC AVE,No,*,*,*,No,Point,38.992109829,-76.925390690
Property Damage Crashes,DA281000GG,Rear To Side,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.975982892,-76.839706301
Property Damage Crashes,DA281000G9,Rear To Side,Prince George's,No,No,No,,,,*,FORBES BLVD,No,*,*,*,No,Point,38.962811724,-76.833133578
Property Damage Crashes,DA281000G8,Front to Rear,Prince George's,No,No,No,,,,*,COUSINS DR,No,*,*,*,No,Point,38.936528754,-76.847445851
Property Damage Crashes,DA281000G6,Rear To Side,Prince George's,No,No,No,,,,*,MARTIN LUTHER KING JR HWY,No,*,*,*,No,Point,38.940755513,-76.853684629
Property Damage Crashes,DA281000G3,Rear To Side,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.955027986,-76.824217876
Property Damage Crashes,DA281000FX,Angle,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.963689038,-76.857455239
Property Damage Crashes,DA281000FQ,Rear To Side,Prince George's,No,No,No,,,,*,WHITFIELD CHAPEL RD,No,*,*,*,No,Point,38.940855471,-76.853778187
Property Damage Crashes,DA281000FN,"Sideswipe, Opposite Direction",Prince George's,No,No,No,,,,*,FORBES BLVD,No,*,*,*,No,Point,38.961663914,-76.833630137
Property Damage Crashes,DA281000FM,Other,Prince George's,No,No,No,,,,e45e0bd6-e58d-4146-9a9e-622a87eae628,KINMOUNT RD,No,*,*,*,No,Point,38.952097145,-76.853248471
Property Damage Crashes,DA281000FL,Rear To Side,Prince George's,No,No,No,,,,*,ANNAPOLIS RD (WB/L),No,*,*,*,No,Point,38.964792720,-76.840249121
Property Damage Crashes,DA281000FJ,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.959674751,-76.857596338
Property Damage Crashes,CP01720009,Other,Prince George's,No,No,No,401a3401-ebde-4e99-ae2b-7181692a3f42,,,401a3401-ebde-4e99-ae2b-7181692a3f42,WEBSTER ST,No,*,*,*,No,Point,38.944387766,-76.969556140
Property Damage Crashes,CP01720007,Single Vehicle,Prince George's,No,No,No,,,,c428d3ad-7e03-4399-bc99-566a23e1717d,,No,bfcd11a4-1668-4da1-b78f-dc2de47b309b,bfcd11a4-1668-4da1-b78f-dc2de47b309b,bfcd11a4-1668-4da1-b78f-dc2de47b309b,No,Point,38.936562093,-76.964459259
Property Damage Crashes,CP01220021,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,7a418f06-df6c-405e-ae23-3b5b5941fcf4,25TH ST,No,*,*,*,No,Point,38.945899020,-76.970223115
Property Damage Crashes,CP0172000C,Rear To Side,Prince George's,No,No,No,2ae3c724-9c80-473a-bf99-eeab6a1b8242,,,*,ALLISON ST,No,*,*,*,No,Point,38.947990031,-76.962287977
Property Damage Crashes,CP0171000J,Unknown,Prince George's,No,No,No,,,,*,35TH ST #2,No,*,*,*,No,Point,38.937708562,-76.959826147
Property Damage Crashes,CP0167000J,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,ARUNDEL RD,Yes,*,*,*,No,Point,38.946725319,-76.967034030
Property Damage Crashes,CP0167000H,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,,No,*,*,*,No,Point,38.936593787,-76.960663782
Property Damage Crashes,CP0165001S,Front to Rear,Prince George's,No,No,No,,,,*,RHODE ISLAND AVE (SB/L),No,*,*,*,No,Point,38.935191389,-76.962678910
Property Damage Crashes,CP0164002P,Front to Rear,Prince George's,No,No,No,,,,*,RHODE ISLAND AVE (SB/L),No,*,*,*,No,Point,38.935493701,-76.962870659
Property Damage Crashes,CP0164002G,Front to Front,Prince George's,Yes,No,No,,,,*,RHODE ISLAND AVE,No,*,*,*,No,Point,38.937111436,-76.959315142
Property Damage Crashes,CP0164002F,Front to Front,Prince George's,No,No,No,,,,*,PERRY ST,No,*,*,*,No,Point,38.936245702,-76.958786828
Property Damage Crashes,CP0164002C,Front to Front,Prince George's,No,No,No,,,,*,BUNKER HILL RD,No,*,*,*,No,Point,38.938819193,-76.958771163
Property Damage Crashes,CP0164002B,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,46f54be0-a3b3-4b3f-bcbc-06dba3283835,30TH ST,No,*,*,*,No,Point,38.947757263,-76.967263019
Property Damage Crashes,CP0110003N,Front to Front,Prince George's,No,No,No,,,,*,ARUNDEL RD,No,*,*,*,No,Point,38.944867015,-76.971712123
Property Damage Crashes,CP0110003M,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.938169344,-76.960760693
Property Damage Crashes,CP0072002W,Single Vehicle,Prince George's,No,No,Yes,*,72eeabd7-47d1-4c84-a4dc-5526c497ccdd,72eeabd7-47d1-4c84-a4dc-5526c497ccdd,96b39fd7-67eb-4d1d-94d3-23856e0ae377,CHILLUM RD,No,7fc884b6-4de9-4291-a58b-860be5b48c02,7fc884b6-4de9-4291-a58b-860be5b48c02,7fc884b6-4de9-4291-a58b-860be5b48c02,No,Point,38.950671038,-76.964387521
Property Damage Crashes,CP0072002V,Angle,Prince George's,No,No,No,*,,,*,33RD ST,No,*,*,*,No,Point,38.939862657,-76.962287246
Property Damage Crashes,CO0099000Q,"Sideswipe, Same Direction",Prince George's,Yes,No,No,18d76478-daf4-4332-9d66-ee03eb404862,,,18d76478-daf4-4332-9d66-ee03eb404862,PARKWOOD ST,No,*,*,*,No,Point,38.937625427,-76.950117486
Property Damage Crashes,CNC31850019,Front to Rear,Prince George's,Yes,No,No,,,,a4c9b4b6-2ade-40d6-9f9d-fd0e7547b44d,JODIE ST,No,*,*,*,No,Point,38.970234517,-76.883402496
Property Damage Crashes,CNC31850018,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.957596661,-76.874225380
Property Damage Crashes,CNC31850017,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,165220b2-0198-43cc-80b3-d2ec553b27a6,LAMONT DR,No,*,*,*,No,Point,38.972846406,-76.880946761
Property Damage Crashes,CNC31850013,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,85TH AVE,No,*,*,*,No,Point,38.957546804,-76.869204078
Property Damage Crashes,CNC31850012,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,c18d2c0b-2900-4983-9d51-95f204c9733b,OGLETHORPE ST#1,No,*,*,*,No,Point,38.962554637,-76.873460885
Property Damage Crashes,CNC31850010,Front to Rear,Prince George's,No,No,No,,,,*,,Yes,*,*,*,No,Point,38.956041462,-76.872859674
Property Damage Crashes,CNC31840029,Rear To Rear,Prince George's,No,No,No,,,,5a28943f-4b9f-43fa-98c6-b7260571f34b,,No,*,*,*,No,Point,38.956239427,-76.875638323
Property Damage Crashes,CNC31840028,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.957787739,-76.869733428
Property Damage Crashes,CNC31840027,Single Vehicle,Prince George's,No,No,No,,,,e2bc7c5c-e73e-459f-94a4-fa2e79ff9508,ANNAPOLIS RD,No,17d7e9fc-9e61-4cf8-b557-98484829ea56,17d7e9fc-9e61-4cf8-b557-98484829ea56,17d7e9fc-9e61-4cf8-b557-98484829ea56,No,Point,38.957865390,-76.868997518
Property Damage Crashes,CNC31840026,Front to Rear,Prince George's,No,No,No,,,,*,ANNAPOLIS RD,No,*,*,*,No,Point,38.957572342,-76.870247419
Property Damage Crashes,CNC31840025,"Sideswipe, Opposite Direction",Prince George's,No,No,No,,,,9ec93e8d-203c-4ffc-a0a2-697153f13d51,,No,*,*,*,No,Point,38.953404522,-76.869022203
Property Damage Crashes,CNC31840023,Front to Rear,Prince George's,No,No,No,,,,*,ANNAPOLIS RD,No,*,*,*,No,Point,38.950905817,-76.885696836
Property Damage Crashes,CNC31840022,Front to Front,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.957741052,-76.869142213
Property Damage Crashes,CNC31840021,"Sideswipe, Opposite Direction",Prince George's,No,No,No,,,,65c40e6b-21fe-4c20-8d25-ee1a55e9c3bc,,No,*,*,*,No,Point,38.955095640,-76.867026274
Property Damage Crashes,CNC31830027,Single Vehicle,Prince George's,No,No,No,,,,1db200a2-e5e0-49e5-b0d9-ac5b1b6168ba,WESTBROOK DR#2,No,a7a0cbdb-0914-4675-bbb2-7c920c3119ed,a7a0cbdb-0914-4675-bbb2-7c920c3119ed,a7a0cbdb-0914-4675-bbb2-7c920c3119ed,No,Point,38.965263071,-76.873004796
Property Damage Crashes,CNC31830026,Other,Prince George's,No,No,No,,,,*,ANNAPOLIS RD (WB/L),No,*,*,*,No,Point,38.958865579,-76.867511619
Property Damage Crashes,CNC31830024,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,ANNAPOLIS RD,No,*,*,*,No,Point,38.956991001,-76.870352802
Property Damage Crashes,CNC31830022,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,ANNAPOLIS RD (WB/L),No,*,*,*,No,Point,38.958239866,-76.868595248
Property Damage Crashes,CNC31830021,Front to Rear,Prince George's,No,No,No,,,,*,ANNAPOLIS RD (WB/L),No,*,*,*,No,Point,38.958392119,-76.868353886
Property Damage Crashes,CNC31830020,Front to Rear,Prince George's,No,No,No,,,,*,RAMP 5 FR RAMP 8 (FR IS 95) TO MD 450 EB,No,*,*,*,No,Point,38.958697662,-76.867394961
Property Damage Crashes,CNC31820017,Rear To Side,Prince George's,No,No,No,1260fc3d-612c-49d0-9ead-43b82366d0f3,,,*,QUENTIN ST,Yes,*,*,*,No,Point,38.972064418,-76.879728737
Property Damage Crashes,CNC31820016,Single Vehicle,Prince George's,No,No,No,,,,cf2b01c6-9bfe-40e6-9c3f-37ab49bca436,ANNAPOLIS RD,No,6b58d713-11b4-4100-93a6-ac1f6822d741,6b58d713-11b4-4100-93a6-ac1f6822d741,6b58d713-11b4-4100-93a6-ac1f6822d741,No,Point,38.953461266,-76.877002078
Property Damage Crashes,CNC31820015,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,ANNAPOLIS RD,No,*,*,*,No,Point,38.958529196,-76.867836848
Property Damage Crashes,CNC31820014,"Sideswipe, Opposite Direction",Prince George's,No,No,No,,,,46e29a60-6e06-49ab-848c-c94e9920dd38,,No,*,*,*,No,Point,38.972311814,-76.880925672
Property Damage Crashes,CNC31820013,Front to Rear,Prince George's,No,No,No,8f507d59-18fd-4aa4-b8fc-90ad0ecc35c3,,,*,ANNAPOLIS RD,No,*,*,*,No,Point,38.955812656,-76.872892039
Property Damage Crashes,CNC31800017,Front to Rear,Prince George's,No,No,No,a5e44a5a-c91d-4ba1-884d-6946d9730971,,,*,ANNAPOLIS RD (WB/L),No,*,*,*,No,Point,38.948751296,-76.887329808
Property Damage Crashes,CNC31800016,"Sideswipe, Same Direction",Prince George's,No,Yes,No,,,,*,ANNAPOLIS RD (WB/L),No,*,*,*,No,Point,38.957320131,-76.870545587
Property Damage Crashes,CNC31800014,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.959571623,-76.877267881
Property Damage Crashes,CNC31790046,Front to Rear,Prince George's,No,No,No,,,,0ab407f9-daef-4615-aec3-d182869f349f,FAIRBANKS ST,No,*,*,*,No,Point,38.974291896,-76.878334872
